order-id,order-date,customer-id,product-name,product-category,quantity,sales
O0435,2025-08-07,C0792,Jeans,Clothing,4,299.13
O0436,2025-09-02,C0403,Wallet,Accessories,7,288.18
O0437,2025-04-23,C0451,Jeans,Clothing,5,323.79
O0438,2025-09-23,C0914,Coffee Maker,Home Appliances,8,879.28
O0439,2025-09-29,C0295,Laptop,Electronics,8,6946.07
O0440,2025-06-20,C0607,Jeans,Clothing,2,136.56
O0441,2025-01-27,C0708,Bookshelf,Furniture,1,126.67
O0442,2025-05-06,C0865,Keyboard,Electronics,5,258.63
O0443,2025-11-08,C0056,Keyboard,Electronics,3,178.83
O0444,2025-11-20,C0329,Office Chair,Furniture,8,1394.16
O0445,2025-07-09,C0178,Keyboard,Electronics,2,108.7
O0446,2025-04-30,C0036,Headphones,Electronics,2,194.39
O0447,2025-01-03,C0887,Watch,Accessories,3,515.09
O0448,2025-06-10,C0510,Keyboard,Electronics,4,201.15
O0449,2025-04-21,C0343,Headphones,Electronics,2,186.09
O0450,2025-11-10,C0948,Running Shoes,Clothing,8,947.68
O0451,2025-06-01,C0244,Office Chair,Furniture,2,350.69
O0452,2025-05-26,C0652,Desk Lamp,Home & Office,4,146.4
O0453,2025-07-12,C0435,Smartphone,Electronics,7,4506.54
O0454,2025-05-28,C0609,Mouse,Electronics,7,238.72
O0455,2025-09-10,C0779,Watch,Accessories,4,674.61
O0456,2025-06-10,C0060,Bookshelf,Furniture,7,1074.54
O0457,2025-12-10,C0279,Running Shoes,Clothing,6,774.31
O0458,2025-09-18,C0252,Bookshelf,Furniture,7,1061.5
O0459,2025-01-24,C0255,Keyboard,Electronics,7,357.17
O0460,2025-06-24,C0495,Monitor,Electronics,8,2280.69
O0461,2025-09-12,C0924,Watch,Accessories,5,860.12
O0462,2025-08-31,C0770,T-Shirt,Clothing,6,222.85
O0463,2025-11-12,C0124,Keyboard,Electronics,5,293.67
O0464,2025-09-27,C0051,Air Fryer,Home Appliances,4,529.94
O0465,2025-04-28,C0432,Air Fryer,Home Appliances,3,368.93
O0466,2025-01-07,C0553,Headphones,Electronics,8,729.78
O0467,2025-11-21,C0143,Blender,Home Appliances,8,579.26
O0468,2025-06-18,C0332,Bookshelf,Furniture,1,135.91
O0469,2025-05-12,C0384,Laptop,Electronics,7,6105.81
O0470,2025-01-23,C0285,Office Chair,Furniture,8,1543.62
O0471,2025-03-14,C0113,Desk Lamp,Home & Office,3,114.1
O0472,2025-12-26,C0544,Jacket,Clothing,8,1314.21
O0473,2025-03-26,C0577,Blender,Home Appliances,6,463.09
O0474,2025-11-08,C0015,Desk,Furniture,8,2105.56
O0475,2025-12-15,C0862,Air Fryer,Home Appliances,1,133.47
O0476,2025-08-21,C0158,Air Fryer,Home Appliances,7,881.99
O0477,2025-12-03,C0575,T-Shirt,Clothing,2,67.18
O0478,2025-07-30,C0252,Blender,Home Appliances,6,469.01
O0479,2025-05-06,C0958,Jacket,Clothing,3,429.36
O0480,2025-06-14,C0070,Keyboard,Electronics,1,55.34
O0481,2025-05-10,C0751,Smartphone,Electronics,8,5066.3
O0482,2025-11-25,C0681,Headphones,Electronics,2,168.32
O0483,2025-07-24,C0191,Running Shoes,Clothing,3,343.37
O0484,2025-01-31,C0552,Blender,Home Appliances,6,433.96
O0485,2025-12-01,C0381,Backpack,Accessories,1,68.69
O0486,2025-04-23,C0849,Laptop,Electronics,7,6381.26
O0487,2025-02-02,C0364,Backpack,Accessories,3,208.16
O0488,2025-04-16,C0790,Office Chair,Furniture,3,623.73
O0489,2025-10-11,C0035,Desk Lamp,Home & Office,7,298.19
O0490,2025-01-23,C0993,Air Fryer,Home Appliances,6,768.96
O0491,2025-04-24,C0400,Jeans,Clothing,1,72.53
O0492,2025-02-18,C0456,Blender,Home Appliances,4,315.35
O0493,2025-10-30,C0334,Bookshelf,Furniture,3,399.3
O0494,2025-11-07,C0782,Bookshelf,Furniture,3,399.79
O0495,2025-02-18,C0940,Laptop,Electronics,8,7360.24
O0496,2025-02-18,C0648,Office Chair,Furniture,8,1376.37
O0497,2025-08-09,C0574,Backpack,Accessories,6,366.0
O0498,2025-04-24,C0830,Smartphone,Electronics,3,1856.52
O0499,2025-09-21,C0721,Monitor,Electronics,1,301.29
O0500,2025-04-26,C0337,Mouse,Electronics,4,129.65
O0501,2025-11-14,C0078,Desk,Furniture,4,1078.45
O0502,2025-01-26,C0994,Coffee Maker,Home Appliances,5,498.83
O0503,2025-11-07,C0029,Jeans,Clothing,2,134.2
O0504,2025-03-28,C0910,Mouse,Electronics,5,186.26
O0505,2025-09-04,C0702,T-Shirt,Clothing,7,230.94
O0506,2025-09-04,C0796,Keyboard,Electronics,1,57.16
O0507,2025-02-25,C0046,Air Fryer,Home Appliances,7,964.44
O0508,2025-07-29,C0909,Bookshelf,Furniture,1,147.09
O0509,2025-10-24,C0516,Desk,Furniture,4,931.23
O0510,2025-10-31,C0356,Mouse,Electronics,7,255.25
O0511,2025-10-21,C0101,Headphones,Electronics,2,174.11
O0512,2025-06-13,C0171,Office Chair,Furniture,5,1005.22
O0513,2025-10-19,C0798,Mouse,Electronics,2,72.38
O0514,2025-04-16,C0024,Backpack,Accessories,8,512.7
O0515,2025-03-08,C0558,Headphones,Electronics,8,751.76
O0516,2025-02-04,C0022,Running Shoes,Clothing,8,1046.15
O0517,2025-04-23,C0414,T-Shirt,Clothing,1,32.37
O0518,2025-02-04,C0175,Smartphone,Electronics,5,2938.76
O0519,2025-03-09,C0533,Mouse,Electronics,8,283.58
O0520,2025-04-18,C0329,Desk Lamp,Home & Office,7,259.47
O0521,2025-09-19,C0602,Desk,Furniture,7,1847.14
O0522,2025-01-10,C0210,Air Fryer,Home Appliances,3,364.71
O0523,2025-02-11,C0459,Office Chair,Furniture,3,521.75
O0524,2025-07-29,C0505,Monitor,Electronics,2,528.33
O0525,2025-12-30,C0031,Office Chair,Furniture,7,1213.32
O0526,2025-07-03,C0510,Headphones,Electronics,6,578.77
O0527,2025-04-04,C0559,Mouse,Electronics,3,102.58
O0528,2025-10-12,C0456,Watch,Accessories,4,670.21
O0529,2025-07-11,C0894,Running Shoes,Clothing,6,754.69
O0530,2025-09-23,C0563,Laptop,Electronics,2,1700.88
O0531,2025-07-13,C0316,Blender,Home Appliances,4,287.84
O0532,2025-06-24,C0946,Mouse,Electronics,7,263.09
O0533,2025-06-09,C0308,Smartphone,Electronics,4,2646.55
O0534,2025-12-01,C0005,Backpack,Accessories,6,393.69
O0535,2025-10-19,C0051,Smartphone,Electronics,1,653.56
O0536,2025-09-26,C0086,Keyboard,Electronics,7,422.43
O0537,2025-09-23,C0342,Air Fryer,Home Appliances,3,356.93
O0538,2025-05-26,C0766,Wallet,Accessories,1,42.45
O0539,2025-08-13,C0470,Desk,Furniture,5,1126.99
O0540,2025-04-19,C0145,Jeans,Clothing,8,511.06
O0541,2025-11-15,C0160,Running Shoes,Clothing,2,243.29
O0542,2025-02-16,C0958,Bookshelf,Furniture,6,844.73
O0543,2025-08-03,C0779,Jacket,Clothing,5,693.34
O0544,2025-04-05,C0434,Bookshelf,Furniture,7,911.73
O0545,2025-01-21,C0430,Coffee Maker,Home Appliances,2,211.41
O0546,2025-07-15,C0326,Running Shoes,Clothing,8,1042.62
O0547,2025-07-26,C0240,T-Shirt,Clothing,6,196.04
O0548,2025-02-01,C0328,Office Chair,Furniture,1,173.36
O0549,2025-07-25,C0421,Office Chair,Furniture,1,189.14
O0550,2025-07-24,C0546,Wallet,Accessories,5,236.21
O0551,2025-11-06,C0153,Backpack,Accessories,1,61.55
O0552,2025-03-06,C0574,Desk Lamp,Home & Office,3,121.69
O0553,2025-03-19,C0312,Laptop,Electronics,1,906.0
O0554,2025-12-01,C0015,Blender,Home Appliances,7,505.21
O0555,2025-08-20,C0863,Desk,Furniture,6,1385.39
O0556,2025-08-01,C0642,Blender,Home Appliances,7,500.81
O0557,2025-01-24,C0374,Coffee Maker,Home Appliances,2,241.48
O0558,2025-01-25,C0381,Office Chair,Furniture,8,1523.13
O0559,2025-02-05,C0096,Laptop,Electronics,5,4172.76
O0560,2025-02-23,C0458,Jacket,Clothing,6,832.54
O0561,2025-01-08,C0319,Bookshelf,Furniture,8,1076.1
O0562,2025-01-02,C0736,Jeans,Clothing,2,145.05
O0563,2025-12-07,C0029,Coffee Maker,Home Appliances,3,338.74
O0564,2025-02-14,C0230,Desk,Furniture,6,1442.07
O0565,2025-02-19,C0330,Office Chair,Furniture,7,1228.36
O0566,2025-04-11,C0714,Keyboard,Electronics,7,380.51
O0567,2025-09-17,C0621,Office Chair,Furniture,3,531.44
O0568,2025-01-12,C0571,Keyboard,Electronics,7,406.17
O0569,2025-05-13,C0039,Desk,Furniture,2,546.25
O0570,2025-11-20,C0686,Keyboard,Electronics,3,177.28
O0571,2025-06-06,C0558,Office Chair,Furniture,4,766.46
O0572,2025-12-06,C0947,Backpack,Accessories,1,70.14
O0573,2025-04-26,C0288,Coffee Maker,Home Appliances,6,674.23
O0574,2025-08-27,C0701,Jacket,Clothing,1,151.12
O0575,2025-12-15,C0595,Blender,Home Appliances,2,155.64
O0576,2025-07-18,C0021,Watch,Accessories,5,935.87
O0577,2025-12-06,C0732,Headphones,Electronics,2,172.14
O0578,2025-12-11,C0188,Headphones,Electronics,3,263.6
O0579,2025-01-11,C0508,Desk Lamp,Home & Office,1,43.93
O0580,2025-05-18,C0470,Keyboard,Electronics,5,248.38
O0581,2025-08-15,C0954,Laptop,Electronics,8,7236.12
O0582,2025-01-08,C0901,Running Shoes,Clothing,7,827.96
O0583,2025-08-06,C0158,Office Chair,Furniture,2,363.47
O0584,2025-06-16,C0333,Coffee Maker,Home Appliances,6,689.3
O0585,2025-03-16,C0718,Watch,Accessories,5,880.74
O0586,2025-01-23,C0423,Watch,Accessories,3,493.76
O0587,2025-10-07,C0409,Desk,Furniture,1,259.73
O0588,2025-03-26,C0398,Laptop,Electronics,7,5990.81
O0589,2025-02-28,C0226,Smartphone,Electronics,8,5169.98
O0590,2025-07-13,C0246,Laptop,Electronics,2,1535.26
O0591,2025-11-28,C0995,Bookshelf,Furniture,7,933.92
O0592,2025-09-28,C0918,T-Shirt,Clothing,4,137.19
O0593,2025-07-12,C0615,Jacket,Clothing,7,1042.18
O0594,2025-01-04,C0178,Desk Lamp,Home & Office,8,298.14
O0595,2025-08-21,C0596,Laptop,Electronics,5,4501.31
O0596,2025-10-31,C0854,Bookshelf,Furniture,5,711.5
O0597,2025-12-15,C0649,Laptop,Electronics,1,799.69
O0598,2025-06-15,C0254,Desk,Furniture,2,484.87
O0599,2025-02-17,C0846,Jeans,Clothing,5,349.6
O0600,2025-10-17,C0935,Desk,Furniture,7,1612.72
O0601,2025-05-08,C0908,Jeans,Clothing,3,196.46
O0602,2025-07-28,C0422,Desk,Furniture,4,1024.23
O0603,2025-12-10,C0614,Desk Lamp,Home & Office,8,293.75
O0604,2025-10-09,C0505,Air Fryer,Home Appliances,7,867.72
O0605,2025-09-30,C0649,Smartphone,Electronics,6,3719.39
O0606,2025-08-27,C0153,Monitor,Electronics,5,1515.7
O0607,2025-09-04,C0480,Mouse,Electronics,1,37.67
O0608,2025-08-24,C0998,Bookshelf,Furniture,5,694.52
O0609,2025-10-06,C0770,Smartphone,Electronics,4,2265.33
O0610,2025-12-30,C0420,Bookshelf,Furniture,3,457.46
O0611,2025-10-06,C0732,Backpack,Accessories,3,175.55
O0612,2025-03-14,C0344,Backpack,Accessories,6,412.4
O0613,2025-08-27,C0510,Jacket,Clothing,5,807.81
O0614,2025-12-11,C0691,Keyboard,Electronics,3,157.78
O0615,2025-02-02,C0277,Mouse,Electronics,3,102.05
O0616,2025-04-05,C0044,Watch,Accessories,3,590.04
O0617,2025-06-11,C0799,Running Shoes,Clothing,7,770.88
O0618,2025-07-09,C0213,Office Chair,Furniture,4,728.4
O0619,2025-03-11,C0393,Headphones,Electronics,2,197.57
O0620,2025-12-23,C0725,Headphones,Electronics,8,672.0
O0621,2025-10-24,C0435,T-Shirt,Clothing,2,73.88
O0622,2025-12-24,C0457,Backpack,Accessories,1,66.26
O0623,2025-04-10,C0946,Smartphone,Electronics,8,5218.17
O0624,2025-10-27,C0838,Bookshelf,Furniture,5,756.05
O0625,2025-08-31,C0165,Blender,Home Appliances,4,288.61
O0626,2025-11-04,C0363,T-Shirt,Clothing,4,144.46
O0627,2025-07-15,C0687,Mouse,Electronics,6,200.57
O0628,2025-10-04,C0074,Wallet,Accessories,3,129.73
O0629,2025-02-22,C0289,T-Shirt,Clothing,5,184.86
O0630,2025-04-03,C0291,Watch,Accessories,2,346.26
O0631,2025-12-16,C0324,Jacket,Clothing,4,609.54
O0632,2025-03-21,C0190,Coffee Maker,Home Appliances,2,221.05
O0633,2025-07-13,C0665,Headphones,Electronics,2,188.86
O0634,2025-03-27,C0039,Office Chair,Furniture,7,1227.78
O0635,2025-11-01,C0350,Jacket,Clothing,3,479.53
O0636,2025-08-25,C0670,Keyboard,Electronics,7,354.08
O0637,2025-05-29,C0472,Headphones,Electronics,7,690.15
O0638,2025-09-06,C0928,Backpack,Accessories,5,305.16
O0639,2025-10-05,C0765,Wallet,Accessories,1,40.87
O0640,2025-06-08,C0828,Blender,Home Appliances,2,135.47
O0641,2025-04-27,C0588,Air Fryer,Home Appliances,3,428.7
O0642,2025-11-12,C0039,Desk Lamp,Home & Office,6,243.82
O0643,2025-12-25,C0435,Air Fryer,Home Appliances,5,690.95
O0644,2025-05-26,C0604,Laptop,Electronics,8,6404.65
O0645,2025-10-14,C0959,T-Shirt,Clothing,2,63.17
O0646,2025-01-31,C0078,Jeans,Clothing,6,393.88
O0647,2025-01-07,C0323,Office Chair,Furniture,8,1378.67
O0648,2025-10-09,C0285,Wallet,Accessories,8,381.67
O0649,2025-04-19,C0777,Desk,Furniture,5,1220.0
O0650,2025-04-09,C0812,T-Shirt,Clothing,2,65.04
O0651,2025-02-06,C0770,Watch,Accessories,7,1284.19
O0652,2025-05-17,C0182,Air Fryer,Home Appliances,6,738.77
O0653,2025-09-26,C0051,Backpack,Accessories,7,425.81
O0654,2025-08-24,C0728,Wallet,Accessories,8,324.93
O0655,2025-01-26,C0440,Desk Lamp,Home & Office,7,252.83
O0656,2025-01-12,C0214,Headphones,Electronics,4,344.5
O0657,2025-01-26,C0209,Jacket,Clothing,1,164.0
O0658,2025-09-29,C0688,Watch,Accessories,2,327.73
O0659,2025-04-16,C0466,Air Fryer,Home Appliances,5,692.59
O0660,2025-02-28,C0793,Coffee Maker,Home Appliances,7,844.1
O0661,2025-12-09,C0803,Desk,Furniture,6,1553.7
O0662,2025-01-09,C0790,Air Fryer,Home Appliances,1,133.67
O0663,2025-04-20,C0172,Monitor,Electronics,8,2097.65
O0664,2025-06-29,C0274,Desk Lamp,Home & Office,2,72.07
O0665,2025-03-18,C0803,Office Chair,Furniture,1,182.11
O0666,2025-02-01,C0573,Jeans,Clothing,5,383.71
O0667,2025-06-25,C0105,Laptop,Electronics,8,6977.81
O0668,2025-12-02,C0978,Jacket,Clothing,1,149.77
O0669,2025-12-13,C0201,Blender,Home Appliances,5,342.44
O0670,2025-10-04,C0863,Keyboard,Electronics,6,316.26
O0671,2025-11-27,C0238,Air Fryer,Home Appliances,4,540.57
O0672,2025-05-30,C0100,Office Chair,Furniture,4,700.0
O0673,2025-10-04,C0900,Desk,Furniture,4,994.76
O0674,2025-01-21,C0196,Air Fryer,Home Appliances,2,265.15
O0675,2025-03-26,C0744,Blender,Home Appliances,1,74.07
O0676,2025-12-31,C0971,Coffee Maker,Home Appliances,1,107.29
O0677,2025-02-23,C0450,T-Shirt,Clothing,2,73.06
O0678,2025-03-07,C0363,Air Fryer,Home Appliances,3,380.61
O0679,2025-06-22,C0628,Laptop,Electronics,5,4047.89
O0680,2025-09-09,C0128,Blender,Home Appliances,2,163.97
O0681,2025-02-12,C0368,Jeans,Clothing,1,67.6
O0682,2025-09-12,C0915,Jeans,Clothing,7,525.98
O0683,2025-03-28,C0176,Monitor,Electronics,6,1661.26
O0684,2025-03-22,C0463,Backpack,Accessories,4,246.57
O0685,2025-06-07,C0223,Office Chair,Furniture,7,1227.62
O0686,2025-08-28,C0683,Bookshelf,Furniture,5,706.55
O0687,2025-03-23,C0881,Smartphone,Electronics,8,4767.54
O0688,2025-05-22,C0789,Coffee Maker,Home Appliances,6,681.24
O0689,2025-03-10,C0436,Jacket,Clothing,3,446.68
O0690,2025-11-24,C0754,Monitor,Electronics,5,1417.33
O0691,2025-09-09,C0594,Laptop,Electronics,7,6470.04
O0692,2025-10-03,C0302,Air Fryer,Home Appliances,2,247.67
O0693,2025-03-16,C0136,Monitor,Electronics,8,2323.1
O0694,2025-03-10,C0268,Watch,Accessories,2,388.91
O0695,2025-03-18,C0698,Mouse,Electronics,8,293.7
O0696,2025-09-29,C0986,Wallet,Accessories,8,381.69
O0697,2025-02-16,C0008,Jeans,Clothing,6,381.68
O0698,2025-09-10,C0622,Wallet,Accessories,3,141.66
O0699,2025-01-16,C0386,Desk Lamp,Home & Office,8,294.46
O0700,2025-06-17,C0865,Desk,Furniture,8,1973.16
O0701,2025-08-08,C0960,Air Fryer,Home Appliances,1,134.94
O0702,2025-09-29,C0934,Jeans,Clothing,5,337.08
O0703,2025-02-02,C0312,T-Shirt,Clothing,7,247.62
O0704,2025-04-03,C0146,Desk Lamp,Home & Office,8,350.62
O0705,2025-05-19,C0756,Keyboard,Electronics,5,267.01
O0706,2025-07-28,C0983,Desk Lamp,Home & Office,6,249.29
O0707,2025-01-12,C0309,Jeans,Clothing,6,419.28
O0708,2025-02-21,C0450,T-Shirt,Clothing,7,250.0
O0709,2025-12-17,C0787,Headphones,Electronics,6,490.75
O0710,2025-07-25,C0392,Blender,Home Appliances,8,590.31
O0711,2025-02-24,C0772,Laptop,Electronics,3,2686.47
O0712,2025-08-27,C0728,Monitor,Electronics,7,1951.02
O0713,2025-08-29,C0671,Jeans,Clothing,7,493.98
O0714,2025-05-31,C0886,Keyboard,Electronics,1,59.16
O0715,2025-05-02,C0336,Blender,Home Appliances,4,325.67
O0716,2025-05-11,C0670,T-Shirt,Clothing,7,246.95
O0717,2025-12-24,C0384,T-Shirt,Clothing,1,36.41
O0718,2025-01-20,C0520,T-Shirt,Clothing,2,67.37
O0719,2025-01-24,C0862,Running Shoes,Clothing,7,795.07
O0720,2025-07-15,C0583,Watch,Accessories,1,195.02
O0721,2025-10-06,C0640,Air Fryer,Home Appliances,6,766.92
O0722,2025-11-29,C0162,Bookshelf,Furniture,4,605.25
O0723,2025-03-08,C0066,Monitor,Electronics,1,298.22
O0724,2025-01-15,C0633,Office Chair,Furniture,3,558.86
O0725,2025-05-02,C0889,Mouse,Electronics,5,161.23
O0726,2025-05-07,C0808,Running Shoes,Clothing,7,769.7
O0727,2025-09-24,C0600,Mouse,Electronics,5,177.2
O0728,2025-11-03,C0603,Headphones,Electronics,1,96.84
O0729,2025-11-20,C0158,Bookshelf,Furniture,7,896.97
O0730,2025-12-12,C0765,Headphones,Electronics,2,170.65
O0731,2025-05-27,C0583,Air Fryer,Home Appliances,8,1141.47
O0732,2025-05-11,C0157,Desk,Furniture,3,688.05
O0733,2025-04-04,C0362,Monitor,Electronics,1,292.66
O0734,2025-02-20,C0952,Headphones,Electronics,2,191.31
O0735,2025-03-22,C0916,Mouse,Electronics,6,211.37
O0736,2025-01-12,C0398,Monitor,Electronics,6,1724.54
O0737,2025-03-13,C0610,Watch,Accessories,7,1187.74
O0738,2025-12-28,C0834,Desk,Furniture,8,1857.42
O0739,2025-08-16,C0897,Wallet,Accessories,2,89.4
O0740,2025-03-16,C0895,Office Chair,Furniture,4,690.77
O0741,2025-05-02,C0390,Blender,Home Appliances,7,563.04
O0742,2025-08-22,C0958,Desk,Furniture,7,1715.22
O0743,2025-03-20,C0370,Jacket,Clothing,4,563.91
O0744,2025-11-27,C0785,Laptop,Electronics,2,1650.12
O0745,2025-07-05,C0235,Laptop,Electronics,7,6473.88
O0746,2025-10-13,C0564,T-Shirt,Clothing,7,230.5
O0747,2025-08-26,C0663,Coffee Maker,Home Appliances,2,218.9
O0748,2025-06-28,C0728,Keyboard,Electronics,1,58.95
O0749,2025-03-17,C0315,Bookshelf,Furniture,4,571.07
O0750,2025-02-20,C0538,Wallet,Accessories,5,245.59
O0751,2025-07-08,C0984,Laptop,Electronics,4,3351.05
O0752,2025-06-17,C0776,Air Fryer,Home Appliances,6,822.21
O0753,2025-07-29,C0347,Coffee Maker,Home Appliances,8,923.39
O0754,2025-12-24,C0106,Blender,Home Appliances,1,79.45
O0755,2025-03-14,C0123,Coffee Maker,Home Appliances,4,482.79
O0756,2025-06-07,C0740,Headphones,Electronics,2,175.67
O0757,2025-05-26,C0268,Jacket,Clothing,1,154.07
O0758,2025-04-10,C0206,Wallet,Accessories,2,88.09
O0759,2025-08-11,C0457,Monitor,Electronics,6,1698.85
O0760,2025-09-17,C0401,Coffee Maker,Home Appliances,6,699.52
O0761,2025-11-20,C0861,T-Shirt,Clothing,6,205.94
O0762,2025-09-27,C0373,Jacket,Clothing,5,723.53
O0763,2025-08-25,C0021,Backpack,Accessories,4,240.69
O0764,2025-09-04,C0556,Mouse,Electronics,4,153.68
O0765,2025-03-08,C0924,Wallet,Accessories,5,240.94
O0766,2025-06-15,C0961,Jacket,Clothing,2,275.7
O0767,2025-07-18,C0771,Blender,Home Appliances,5,360.61
O0768,2025-05-29,C0213,Jacket,Clothing,1,153.13
O0769,2025-12-22,C0681,Mouse,Electronics,5,183.45
O0770,2025-06-10,C0805,Air Fryer,Home Appliances,6,775.69
O0771,2025-03-08,C0126,Wallet,Accessories,6,274.06
O0772,2025-01-20,C0723,Headphones,Electronics,4,391.27
O0773,2025-04-08,C0108,Air Fryer,Home Appliances,2,236.47
O0774,2025-01-31,C0816,Backpack,Accessories,8,476.11
O0775,2025-07-09,C0655,Laptop,Electronics,4,3152.86
O0776,2025-12-25,C0066,Mouse,Electronics,7,259.51
O0777,2025-01-01,C0345,Smartphone,Electronics,2,1252.16
O0778,2025-06-16,C0340,Backpack,Accessories,2,125.02
O0779,2025-12-30,C0818,Watch,Accessories,8,1487.85
O0780,2025-11-17,C0685,Backpack,Accessories,8,562.82
O0781,2025-12-16,C0259,Headphones,Electronics,1,90.71
O0782,2025-09-01,C0742,Blender,Home Appliances,5,341.6
O0783,2025-02-20,C0122,Laptop,Electronics,5,4296.01
O0784,2025-04-22,C0935,Blender,Home Appliances,7,529.83
O0785,2025-08-28,C0956,Mouse,Electronics,5,161.07
O0786,2025-01-18,C0558,Air Fryer,Home Appliances,7,975.26
O0787,2025-05-25,C0606,Jeans,Clothing,7,498.03
O0788,2025-11-08,C0859,T-Shirt,Clothing,8,252.87
O0789,2025-03-11,C0799,Air Fryer,Home Appliances,5,588.05
O0790,2025-09-18,C0940,Headphones,Electronics,4,384.22
O0791,2025-08-10,C0061,Desk,Furniture,5,1328.8
O0792,2025-08-28,C0263,Monitor,Electronics,4,1186.87
O0793,2025-05-24,C0398,Running Shoes,Clothing,8,1015.49
O0794,2025-09-23,C0274,Smartphone,Electronics,4,2404.52
O0795,2025-04-01,C0298,Air Fryer,Home Appliances,7,858.39
O0796,2025-10-02,C0449,Office Chair,Furniture,2,387.36
O0797,2025-04-01,C0984,Watch,Accessories,1,197.7
O0798,2025-01-07,C0806,Desk Lamp,Home & Office,1,41.97
O0799,2025-06-14,C0818,Desk,Furniture,8,1908.17
O0800,2025-04-01,C0332,Bookshelf,Furniture,7,1066.76
O0801,2025-02-21,C0181,Smartphone,Electronics,3,1731.95
O0802,2025-08-06,C0787,Coffee Maker,Home Appliances,1,120.99
O0803,2025-03-16,C0011,Watch,Accessories,5,909.47
O0804,2025-04-03,C0214,Smartphone,Electronics,6,3595.05
O0805,2025-02-09,C0080,Coffee Maker,Home Appliances,8,867.83
O0806,2025-09-25,C0888,Jacket,Clothing,3,437.44
O0807,2025-07-15,C0402,Monitor,Electronics,1,280.34
O0808,2025-04-26,C0770,Headphones,Electronics,2,178.12
O0809,2025-06-07,C0635,T-Shirt,Clothing,1,36.48
O0810,2025-06-22,C0453,Watch,Accessories,6,1141.8
O0811,2025-07-19,C0242,Monitor,Electronics,4,1066.72
O0812,2025-07-01,C0886,T-Shirt,Clothing,3,95.14
O0813,2025-11-26,C0573,Backpack,Accessories,4,283.54
O0814,2025-09-29,C0810,Monitor,Electronics,5,1493.43
O0815,2025-06-24,C0744,Keyboard,Electronics,6,308.41
O0816,2025-05-01,C0769,Keyboard,Electronics,3,160.32
O0817,2025-02-09,C0114,Coffee Maker,Home Appliances,5,596.85
O0818,2025-07-12,C0235,Bookshelf,Furniture,2,287.01
O0819,2025-06-07,C0122,Smartphone,Electronics,1,659.12
O0820,2025-09-11,C0923,Keyboard,Electronics,4,235.89
O0821,2025-09-13,C0690,Jeans,Clothing,4,267.04
O0822,2025-03-30,C0087,Bookshelf,Furniture,1,152.26
O0823,2025-06-23,C0337,Monitor,Electronics,2,600.4
O0824,2025-01-21,C0266,Wallet,Accessories,1,44.25
O0825,2025-04-13,C0952,Jacket,Clothing,1,152.7
O0826,2025-12-04,C0813,Bookshelf,Furniture,4,518.47
O0827,2025-01-12,C0366,Keyboard,Electronics,3,161.34
O0828,2025-06-25,C0111,Desk,Furniture,4,999.96
O0829,2025-01-01,C0735,Laptop,Electronics,7,5768.56
O0830,2025-05-01,C0720,Wallet,Accessories,3,145.99
O0831,2025-12-05,C0999,Backpack,Accessories,4,269.14
O0832,2025-12-15,C0404,Wallet,Accessories,3,127.87
O0833,2025-12-11,C0659,Laptop,Electronics,8,6489.32
O0834,2025-09-11,C0229,Jeans,Clothing,2,136.94
O0835,2025-10-31,C0114,Office Chair,Furniture,2,376.23
O0836,2025-05-18,C0267,Keyboard,Electronics,2,105.97
O0837,2025-09-09,C0155,Desk Lamp,Home & Office,1,36.75
O0838,2025-11-15,C0404,Headphones,Electronics,1,87.14
O0839,2025-02-11,C0427,T-Shirt,Clothing,6,216.66
O0840,2025-05-18,C0151,Wallet,Accessories,6,292.77
O0841,2025-08-29,C0839,Laptop,Electronics,4,3427.65
O0842,2025-07-21,C0424,Bookshelf,Furniture,5,663.11
O0843,2025-07-04,C0652,Headphones,Electronics,1,97.51
O0844,2025-06-06,C0091,Laptop,Electronics,4,3399.24
O0845,2025-06-24,C0111,Desk Lamp,Home & Office,3,111.75
O0846,2025-10-14,C0016,Laptop,Electronics,3,2666.27
O0847,2025-01-11,C0409,Headphones,Electronics,5,440.89
O0848,2025-03-05,C0860,Desk,Furniture,3,795.3
O0849,2025-03-23,C0807,Coffee Maker,Home Appliances,1,105.2
O0850,2025-05-08,C0779,Jeans,Clothing,1,76.33
O0851,2025-02-05,C0863,Mouse,Electronics,1,35.81
O0852,2025-12-01,C0472,Running Shoes,Clothing,5,573.9
O0853,2025-03-16,C0924,Air Fryer,Home Appliances,6,724.53
O0854,2025-12-12,C0692,Wallet,Accessories,6,279.97
O0855,2025-04-26,C0660,Monitor,Electronics,4,1178.93
O0856,2025-03-13,C0070,Mouse,Electronics,8,272.01
O0857,2025-05-14,C0025,Watch,Accessories,1,184.59
O0858,2025-04-05,C0409,Running Shoes,Clothing,5,566.12
O0859,2025-11-10,C0692,Wallet,Accessories,4,188.46
O0860,2025-10-18,C0930,Wallet,Accessories,3,131.55
O0861,2025-06-05,C0778,Mouse,Electronics,6,228.13
O0862,2025-06-03,C0645,Monitor,Electronics,4,1184.94
O0863,2025-09-05,C0883,Running Shoes,Clothing,6,688.93
O0864,2025-07-21,C0033,T-Shirt,Clothing,6,228.24
O0865,2025-05-21,C0617,Headphones,Electronics,5,455.24
O0866,2025-11-19,C0972,Monitor,Electronics,5,1473.49
O0867,2025-04-21,C0764,T-Shirt,Clothing,1,36.5
